recordist,date,time,location,longitude,latitude,elevation,climate
Gustavo S Cabanne,2007-12-16,15: 3,"Sao Roque, Sao Paulo",-47.13528,-23.52917,800,subtropical
Jeremy Minns,1999-12-16,07:15,"Parque Nacional da Serra do Cipó, Minas Gerais State",-43.6189,-19.3481,1200,tropical
Jeremy Minns,2001-01-27,15:13,Conceicao do Castelo. Fazenda Pindobas IV,-41.2834,-20.3001,1200,tropical
Jeremy Minns,2001-03-14,06:29,Conceicao de Ibitipoca,-43.8834,-21.7001,1200,tropical
Jeremy Minns,2002-03-17,14:40,Serra do Mar State Park. Curucutú,-46.7667,-23.9501,800,subtropical
Luiz C. Silva,2012-11-01,7:20,"campo mourao, paraná",-52.387,-24.331,640,subtropical
Luiz Fernando Figueiredo,0000-00-00,?,"Caieiras, SP",-46.740559999999995,-23.36417,760,tropical
Marcos Melo,2008-10-27,18:25,"Bairro do Jaceguava, São Paulo, SP",-46.735334,-23.752501000000002,760,subtropical
Nick Athanas,2006-01-11,17:30,"10km east of São João dos Patos, MA",-43.6162,-6.4895,400,tropical
Noé Eiterer,2011-08-11,10:00,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Nuno Medeiros,2008-01-19,10:55,"Paiva Lake, Mariana MG",-43.3959,-20.3231,730,tropical
Ricardo Gagliardi,2007-10-28,10:45,Taquaril - Petrópolis - RJ,-43.077,-22.3023,1300,tropical
Ricardo Gagliardi,2007-12-01,08:50,Posse dos Coqueiros - Areal - RJ,-43.2501,-22.2501,600,tropical
Richard Hoyer,2013-09-17,10:00,"65 km E of Campo Novo do Parecís, Mato Grosso",-57.3122,-13.8253,500,tropical
www.aapimentao.com.br,2008-12-26,17:30,Serra Caçador - Laurentino - Santa Catarina ,-49.7181,-27.2195,450,subtropical
Adrian Eisen Rupp,2009-09-06,?,"Vale do Selke Pequeno, Pomerode, Santa Catarina",-49.1464,-26.7673,150,subtropical
Antonio Silveira,2004-10-30,11:00,Serra da Cantareira State Park. São Paulo,-46.6167,-23.4667,800,subtropical
Antonio Silveira,2007-09-01,09:00,"Fazenda Montanhas do Japí,Serra do Japí,Jundiai,São Paulo State",-46.912,-23.245,900,tropical
Antonio Silveira,2008-10-30,09:00,"Alto Ribeira State Park (PETAR),São Paulo State,Brazil",-48.713,-24.541,500,subtropical
GABRIEL LEITE,2012-04-05,09:30,"Parauapebas, Para",-50.1801,-5.9794,240,tropical
Glauco Alves Pereira,2003-04-20,15:00,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Jeremy Minns,1999-05-06,07:50,Chapada Diamantina. Bonito,-41.2834,-11.9501,1000,tropical
Jeremy Minns,2000-09-28,06:17,Serra da Cantareira State Park. São Paulo,-46.6167,-23.4667,900,subtropical
Jeremy Minns,2001-09-10,10:03,Perequê - Angra dos Reis - RJ,-44.5351,-23.011999999999997,50,tropical
Jeremy Minns,2002-07-25,06:09,"Boa Nova, BA - dry forest",-40.2001,-14.3834,740,tropical
Jeremy Minns,2003-04-05,08:17,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Leonardo Pimentel,2007-06-04,13:20,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Luiz C. Silva,2012-10-10,7:20,"Campo Mourão, Parana",-52.3911,-24.1133,600,subtropical
Marcos Melo,2010-02-05,06:20,"Aguas da Prata, SP",-46.715,-21.932,900,tropical
Marcos Melo,2011-06-08,06:35,"Chapada dos Guimarães, Mato Grosso state",-55.68,-15.457,700,tropical
Noé Eiterer,2013-02-04,09:30,"Aracruz, Espirito Santo",-40.2739,-19.8189,60,tropical
Noé Eiterer,2013-02-04,10:30,"Aracruz, Espirito Santo",-40.2739,-19.8189,60,tropical
Noé Eiterer,2013-02-23,07:00,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Alexander Lees,2011-05-22,05:08,"Paragominas, PA, Brazil, Bacia 549 ",-48.376999999999995,-3.8101,?,tropical
Bradley Davis,2008-05-22,23:10,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,220,tropical
Christian B. Andretti,2011-08-01,06:30,Almeirim/Pará,-52.653,-1.095,80,tropical
Ciro Albano,2010-07-07,?,Estação de Pesquisa do Canguçu - Pium - Tocantins State,-50.0151,-9.9826,170,tropical
GABRIEL LEITE,2011-01-30,20:30,"Manaus, Amazonas",-59.9785,-2.596,100,tropical
GABRIEL LEITE,2011-09-17,08:30,"Parauapebas, Para",-50.1801,-5.9794,240,tropical
GABRIEL LEITE,2012-07-28,06:30,"Itaituba, Para",-57.0905,-5.3481,140,tropical
GABRIEL LEITE,2013-02-01,06:00,"Itaituba, Para",-56.7554,-5.1894,110,tropical
Glauco Kohler,2012-11-14,22:00,"Manaus, Amazonas",-59.9242,-2.6007,130,tropical
Glauco Kohler,2012-11-14,22:00,"Manaus, Amazonas",-59.9242,-2.6007,130,tropical
Josh Engel,2013-07-15,05:50,Reserva Biologica do Gurupi,-46.8045,-3.8141,190,tropical
Rodrigo Dela Rosa ,2013-07-11,19:30,"Rio Branco, Acre",-67.9175,-9.8823,200,tropical
Sidnei Dantas,2008-08-13,20:00,"Serra dos Carajás, PA",-50.3459,-6.1603,300,tropical
Tayler Brooks,2011-08-10,21:20,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Tomas Sigrist,2008-05-07,19:04,"Fazenda Fartura, Municipio de Santana do Araguaia, Pará",-50.10194,-9.29722,210,tropical
Adrian Eisen Rupp,2007-09-08,??:??,"Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.1573,-27.1073,770,subtropical
Adrian Eisen Rupp,2007-10-05,23:30,"Gleba maior Reserva Biológica Estadual do Sassafrás, Doutor Pedrinho, Santa Catarina",-49.6756,-26.7117,920,subtropical
Adrian Eisen Rupp,2010-01-29,?,"Barra do Monte Alegre, Chapecó, Santa Catarina",-52.5856,-27.2353,395,subtropical
Alexander Lees,2012-03-22,06:25,"FLONA da Ipanema, Ipero",-47.599,-23.43,?,tropical
Bob Planqué,2005-11-26,5:40,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Bob Planqué,2005-12-01,13:00,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Douglas Meyer,2013-03-05,19:24,"Barra do Rio Azul, Rio Grande do Sul",-52.3965,-27.3315,360,subtropical
Eric DeFonso,2011-11-12,04:35,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Eric DeFonso,2011-12-03,00:00,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Evair Legal,2011-12-18,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,450,subtropical
Frank Lambert,2006-08-22,22:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,40,tropical
Guilherme R R Brito,2003-00-00,20:30,Serra do Mar National Park - Santa Virginia - Sao Paulo State,-45.1503,-23.3933,1000,tropical
John van der Woude,2001-10-00,?:?,"Itatiaia NP, RJ",-44.63,-22.38,?,tropical
Leonardo Pimentel,2006-06-26,20:30,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2008-07-00,21:05,"Fazenda Castanheiras (APA -Bororé - Colonia) São Paulo, SP",-46.6498,-23.8081,760,subtropical
Nick Athanas,2005-05-08,19:30,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,50,tropical
Noé Eiterer,2012-08-08,20:00,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Noé Eiterer,2013-04-23,20:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Noé Eiterer,2013-09-21,20:30,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Rodrigo Dela Rosa de Souza,2012-05-01,20:30,"São José dos Campos, São Paulo",-45.9388,-23.0726,700,tropical
Teus Luijendijk,2010-07-05,22:00,"Rancho Pica Pau, Ubatuba, SP",-45.06100000000001,-23.398000000000003,26,tropical
Adrian Eisen Rupp,2009-09-18,?,"Linha Emília, Dois Lajeados, Rio Grande do Sul",-51.7806,-28.9403,200,subtropical
Antonio Silveira,2010-01-25,09:00,"Fazenda Country, Canavieiras, Bahia state",-38.9971,-15.4173,50,tropical
Glauco Alves Pereira,2005-12-24,10:14,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,360,tropical
Jeremy Minns,2000-08-31,05:46,Chapada dos Guimarães. Road to Água Fria.,-55.6834,-15.2501,400,tropical
Jeremy Minns,2001-11-21,05:50,"Palmeiras, Chapada Diamantina, Bahia.",-41.575699,-12.530434,800,tropical
Jeremy Minns,2002-07-25,09:35,"Boa Nova, BA - dry forest",-40.2001,-14.3834,740,tropical
Mauricio Cabral Periquito,2006-08-26,16:30,"Parque Nacional do Catimbau, Buíque, state of Pernambuco",-37.20932,-8.585094999999999,800,tropical
Paul Donahue,2001-06-27,16:32,"Fazenda Colinha, N of Barreiras, Bahia",-44.8239,-11.8748,?,tropical
Alexander Lees,2011-05-21,10:36,"Paragominas, PA, Brazil, Bacia 547",-48.0503,-3.7362,?,tropical
Andrew Spencer,2009-10-08,05:55,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2007-10-05,07:20,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,230,tropical
Bradley Davis,2011-01-29,06:52,"Bacia 129, Belterra, PA",-54.751999999999995,-2.722,?,tropical
Ciro Albano,2010-03-03,08:09,"Michelin forest reserve, Ituberá, BA",-39.2409,-13.8367,100,tropical
Ciro Albano,2010-06-21,08:24,"Macarani, Reserva do Passarinho, state of Bahia",-40.544000000000004,-15.761,700,tropical
GABRIEL LEITE,2012-01-06,09:30,"Folha Seca, Ubatuba, São Paulo, Brazil",-45.167,-23.462,120,subtropical
GABRIEL LEITE,2012-10-01,09:30,"Itaituba, Para",-57.1317,-5.6324,180,tropical
Jeremy Minns,1999-12-29,06:48,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,50,subtropical
Jeremy Minns,2002-06-11,06:45,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,50,subtropical
Jeremy Minns,2006-03-11,07:16,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Tayler Brooks,2011-08-19,8:35,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Adrian Eisen Rupp,2008-08-05,?,"Braço Paula Ramos, between Luiz Alves and Massaranduba, Santa Catarina",-49.0237,-26.7556,330,subtropical
Bob Planqué,2005-11-23,12:20,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Ciro Albano,2009-10-05,?,"RPPN Serra Bonita, Camacan, BA ",-39.5709,-15.3851,800,tropical
Frank Lambert,2006-08-31,10:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,800,tropical
Frank Lambert,2006-08-31,10:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,800,tropical
Frank Lambert,2008-10-20,?:?,"Itatiaia NP, RJ ",-44.63,-22.38,?,tropical
Glauco Kohler,2012-09-02,10:00,"Blumenau, Santa Catarina",-49.1402,-27.0326,480,subtropical
Gregory Thom e Silva,2006-10-08,?,"APA das Ilhas Fluviais do Rio Itajaí-açu, Blumenau, Santa Catarina",-49.143,-26.896,25,subtropical
Jeremy Minns,2002-07-24,10:35,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
Jeremy Minns,2002-08-11,12:35,Intervales State Park. Carmo road,-48.4334,-24.2834,600,subtropical
Jeremy Minns,2003-10-09,08:46,Parque Estadual Intervales. Barra Grande,-48.3834,-24.2667,800,subtropical
Jeremy Minns,2003-10-28,09:12,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Jeremy Minns,2003-11-10,07:11,Paratí. Patrimônio,-44.7167,-23.3501,50,tropical
Jeremy Minns,2006-11-05,07:10,"Parque do Zizo, Sao Paulo state",-47.81044,-24.017146,650,subtropical
Leonardo Pimentel,2006-07-11,10:36,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Nick Athanas,2004-05-22,07:30,"Parque Estadual Intervales, SP",-48.4181,-24.2759,850,subtropical
Ricardo Gagliardi,2005-08-14,09:15,Penedo - Itatiaia - Rio de Janeiro,-44.63,-22.38,400,tropical
Ricardo Gagliardi,2005-10-06,08:10,Serra dos Órgãos National Park - RJ,-43.01,-22.448,850,tropical
Rodrigo Dela Rosa,2010-05-18,?,São josé dos Campos/SP,-45.9167,-23.0667,700,tropical
Vitor de Q. Piacentini,2008-12-31,?,"Morro dos Zimbros, Portobelo, Santa Catarina",-48.5501,-27.1717,200,subtropical
Alexandre Renaudier,2009-07-10,?:?,"Tupana lodge, Amazonas",-60.6598,-4.067,?,tropical
Andrew Spencer,2009-08-18,17:25,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2004-03-31,?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Eric DeFonso,2011-09-14,07:37,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Eric DeFonso,2011-09-14,07:50,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
GABRIEL LEITE,2010-09-30,11:00,"Presidente Figueiredo, Amazonas",-59.6667,-1.8097,40,tropical
Jeremy Minns,1999-09-29,07:17,Reserva Extrativista Alto Juruá. Foz do Tejo,-72.7148,-8.9826,225,tropical
Jeremy Minns,2000-11-22,09:52,Parque Nacional da Amazônia,-56.3001,-4.5167,50,tropical
Jeremy Minns,2000-11-23,06:09,Parque Nacional da Amazônia,-56.3001,-4.5167,50,tropical
Jeremy Minns,2000-11-25,07:57,Tapajós National Forest,-54.9167,-3.4834,170,tropical
Jeremy Minns,2003-04-01,07:33,"Ariquemes, Rondônia. 25km north of town",-63.1334,-9.7334,116,tropical
Marcos Melo,2010-07-24,06:40,"Presidente Figueiredo, Amazonas",-59.997,-2.028,50,tropical
Rolf A. de By,2006-08-09,7:45,"PN Virua, Roraima",-61.023,1.4898,75,tropical
Thiago Vernaschi V. Costa,2006-06-11,15:20,"ZF3 road, 80km north of Manaus",-60.06399999999999,-2.333,?,tropical
Allen T. Chartier,1993-11-12,?,"Fazenda Rancho Grande, Rondonia",-62.8667,-10.3167,200,tropical
Antonio Silveira,2006-06-07,morning,"Region of Mutum River, Barão de Melgaço, MT",-55.852,-16.352999999999998,140,tropical
Bradley Davis,2011-01-18,08:26,"Bacia 112, Santarém, PA",-54.5028,-2.6759,?,tropical
Dan Lane,2013-01-27,11:00,"W of Ipiau, Bahia",-39.7952,-14.03,160,tropical
Eric DeFonso,2011-09-01,05:42,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Eric DeFonso,2011-09-01,07:40,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Frank Lambert,2004-02-03,?:?,"Bahia, Fazenda Ouro [Wana]",-39.1,-14.9,?,tropical
Frank Lambert,2004-02-03,?:?,"Bahia, Fazenda Ouro [Wana] , Brazil",-39.1,-14.9,?,tropical
Jeremy Minns,1998-10-29,10:30,"Reserva Biológica de Sooretama, ES",-40.01,-19.01,60,tropical
Jeremy Minns,2003-03-24,06:24,Vila Bela da Santíssima Trindade,-59.9834,-14.9834,225,tropical
Jeremy Minns,2004-07-14,16:34,Aquidauana. Fazenda Aguapé,-55.9501,-20.0834,128,tropical
Jeremy Minns,2004-07-14,17:25,Aquidauana. Fazenda Aguapé,-55.9501,-20.0834,128,tropical
Jeremy Minns,2004-07-16,07:08,Aquidauana. Fazenda Aguapé,-55.9501,-20.0834,128,tropical
Jeremy Minns,2004-07-16,08:08,Aquidauana. Fazenda Aguapé,-55.9501,-20.0834,128,tropical
Krzysiek Deoniziak,2013-09-23,06:30,"Porto Jofre, Mato Grosso",-56.771,-17.3639,110,tropical
Krzysiek Deoniziak,2013-09-23,07:00,"Porto Jofre, Mato Grosso",-56.771,-17.3639,110,tropical
Marcos Melo,2009-01-27,07:45,"Reserva Natural da Vale - Linhares, Espirito Santo",-40.0645,-19.1456,50,tropical
Marcos Melo,2011-06-08,07:00,"Chapada dos Guimarães, Mato Grosso state",-55.68,-15.457,700,tropical
Nick Athanas,2005-05-12,09:00,"Reserva Natural da Vale do Rio Doce, ES",-39.9501,-19.1167,50,tropical
Noé Eiterer,2013-02-03,07:00,"Linhares, Espirito Santo",-40.188,-19.4148,50,tropical
Noé Eiterer,2013-02-03,08:00,"Linhares, Espirito Santo",-40.188,-19.4148,50,tropical
Bob Planque,2011-05-17,12:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,12:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Caio Brito,2012-10-04,06:00,"Buraco das Araras, Jardim - MS",-56.3667,-21.4833,240,tropical
Jeremy Minns,2000-01-15,06:42,"Passo do Lontra, Pantanal de Miranda, MS",-57.01667,-19.26667,90,tropical
Joao Menezes,2007-07-17,12:55,"Birigui, Sao Paulo state",-50.3734,-21.2451,390,tropical
Joao Menezes,2008-07-08,15:32,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Joao Menezes,2011-12-18,09:25,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Luiz Fernando Figueiredo,0000-00-00,?,"Monte Alegre do Sul, Sao Paulo State",-46.7166,-22.6833,748,tropical
Noé Eiterer,2012-07-21,10:00,"Juiz de Fora, Minas Gerais",-43.3488,-21.765,700,tropical
Renan Campos de Oliveira,2010-05-20,18:23,Pantanal do Miranda - MS,-57.012,-19.5512,100,tropical
Robson Silva e Silva,2007-05-03,10:00,"Catalão, Goiás state",-47.94639,-18.16583,810,tropical
William Zaca,2012-02-27,07:30,"Atibaia, SP",-46.5834,-23.2001,800,tropical
Alexander Lees,2011-01-23,10:00,"Tapajos National Forest, Bacia 363, Santarem",-54.99800000000001,-3.2939999999999996,?,tropical
Andrew Spencer,2009-09-02,17:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-09-03,08:15,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-09-09,10:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-09-09,10:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2012-10-08,09:30,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Bradley Davis,2007-08-02,09:34,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,240,tropical
Bradley Davis,2007-10-11,09:02,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
Eric DeFonso,2011-10-09,07:18,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
GABRIEL LEITE,2012-12-12,08:30,"Trairão, Para",-56.0371,-5.4082,80,tropical
GABRIEL LEITE,2013-08-23,09:00,"Itaituba, Para",-56.9861,-5.4957,150,tropical
Guilherme R R Brito,2009-06-03,06:50,"Right bank of Rio Teles Pires, Jacareacanga, Para ",-56.7781,-9.3109,190,tropical
Jeremy Minns,2003-04-05,16:37,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Nick Athanas,2006-02-16,10:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,300,tropical
Sidnei Dantas,2008-07-25,10:00,"Novo Progresso, state of Pará.",-55.4834,-7.1501,100,tropical
Tayler Brooks,2011-08-19,18:35,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
GABRIEL LEITE,2010-02-09,10:30,"Palmeiras, Chapada Diamantina, Bahia.",-41.5757,-12.5304,750,tropical
Glauco Alves Pereira,2006-08-06,07:20,"Serra da Passira, Passira, Pernambuco",-35.673294,-7.963528,171,tropical
Guilherme R R Brito,2005-06-00,9:08,"Mancha Verde, São Joao dos Patos - Maranhao State",-43.617,-6.5942,?,tropical
Jeremy Minns,1999-12-17,08:45,"Pirapora, MG",-44.8501,-17.3584,540,tropical
Jeremy Minns,2001-11-17,06:58,"Lagoa Grande, Pernambuco State",-40.1773,-8.832,370,tropical
Jeremy Minns,2002-02-09,12:51,Cavernas do Peruaçu National Park,-44.2501,-15.0334,750,tropical
Jeremy Minns,2003-07-16,14:20,"Serra da Capivara National Park, state of Piauí",-42.626999999999995,-8.863,450,tropical
Jeremy Minns,2004-03-25,06:50,Jeremoabo,-38.339453000000006,-10.063769,300,tropical
Jeremy Minns,2004-03-26,05:54,Jeremoabo,-38.339453000000006,-10.063769,300,tropical
Jose Raimundo do Nascimento,2008-08-30,10:30,Fazenda Lajes - Juazeiro-BA,-40.4448,-9.7398,420,tropical
Mauricio Cabral Periquito,2004-01-24,10:00,"Praia do Gamela, Sirinhaém, Pernambuco",-35.0392,-8.6114,0,tropical
Paul Donahue,2001-07-03,8:20,"10km W of Sitio Grande, Bahia",-45.1459,-12.4792,?,tropical
Antonio Silveira,2012-12-08,09:00,"Instituto Butantan, São Paulo city, São Paulo State",-46.728,-23.565,750,subtropical
Ciro Albano,2006-03-26,08:20,"Icapuí, Ceará State",-37.4501,-4.7334,10,tropical
Evair Legal,2010-02-19,?,"Centro, Angelina, Santa Catarina",-48.988,-27.585,550,subtropical
Jeremy Minns,1994-12-10,06:00,"Ubatuba, SP. Corcovado.",-45.2167,-23.5001,40,subtropical
Jeremy Minns,1997-12-19,16:02,"Boraceia Biological Station, SP state",-45.8667,-23.6334,825,subtropical
Jeremy Minns,1999-04-28,08:15,"Reserva Biológica de Sooretama, ES",-40.01,-19.01,60,tropical
Jeremy Minns,2000-01-17,06:57,"Passo do Lontra, Pantanal de Miranda, MS",-57.01667,-19.26667,90,tropical
Jeremy Minns,2002-02-10,09:39,"Januária, Minas Gerais",-44.3667,-15.4667,550,tropical
Margit,2008-10-12,03:00,"Porto Alegre, RS ",-51.25,-30.03333,0,subtropical
Mauricio Cabral Periquito,2004-01-25,7:00,"Praia do Gamela, Sirinhaém, Pernambuco",-35.0392,-8.6114,0,tropical
Nargila Moura,2010-10-08,06:23,"Paragominas, PA, Brazil, Bacia 245",-46.8456,-3.1253,?,tropical
Nick Athanas,2005-04-09,09:30,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,30,tropical
Noé Eiterer,2011-09-18,15:30,"Juiz de Fora, Minas Gerais",-43.2209,-21.6725,800,tropical
Rafael Antunes Dias,2011-12-13,18:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.28,-32.141,2,subtropical
Rafael Antunes Dias,2011-12-13,18:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.28,-32.141,2,subtropical
Ricardo Gagliardi,2009-07-10,09:15,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,50,tropical
Sidnei S. dos Santos,2005-12-18,9:00,Mucugê,-41.34,-12.998,?,tropical
Weber Girão,2004-11-03,?,"Barbalha, Chapado do Araripe, south of Ceará State.",-39.3501,-7.3834,?,tropical
William Zaca,2012-10-03,18:00,"Atibaia, SP",-46.5834,-23.2001,700,tropical
www.aapimentao.com.br,2008-11-01,14:45,Serra Caçador - Laurentino - Santa Catarina ,-49.7181,-27.2195,450,subtropical
Antonio Silveira,2013-10-30,09:00,"Parque do Caracol, Canela, Rio Grande do Sul, state   ",-50.8538,-29.3132,700,subtropical
Ciro Albano,2006-06-03,?,"Serra de Baturité, Ceará",-38.9167,-4.2334,750,tropical
Ciro Albano,2010-04-07,?,"Serra da Uruburetama, state of Ceara, NE Brazil",-39.589,-3.609,600,tropical
Evair Legal,2010-01-31,10:05,"Centro, Angelina, Santa Catarina",-49.001999999999995,-27.552,430,subtropical
Frank Lambert,1997-12-16,?:?,"Santa Catarina, c.10 km from Urubici on road to Florianopolis",-49.58,-27.83,1000,subtropical
GABRIEL LEITE,2009-04-26,09:00,"São Geraldo do Araguaia, Para",-48.538999999999994,-6.3262,140,tropical
Glauco Alves Pereira,2006-02-06,07:20,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Jeremy Minns,2001-03-16,09:22,"Tiradentes, MG",-44.1501,-21.1167,900,tropical
Jeremy Minns,2002-02-11,11:27,"Pirapora, MG",-44.8501,-17.3584,540,tropical
Jeremy Minns,2002-07-22,16:26,"Boa Nova, BA - dry forest",-40.2001,-14.3834,740,tropical
Jeremy Minns,2002-08-28,12:14,Baía de Guaratuba,-48.6501,-25.8667,10,subtropical
Jeremy Minns,2002-11-27,08:33,Sao Francisco de Paula,-50.5667,-29.4501,960,subtropical
Kassius K. Santos,2012-09-22,morning,Parque Florestal Quedas do Rio Bonito,-44.983999999999995,-21.333000000000002,1.140,tropical
Leonardo Pimentel,2006-09-11,12:43,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2009-11-01,07:40,"Parque Municipal Nove de Julho, São Paulo, SP   ",-46.717,-23.7192,760,subtropical
Noé Eiterer,2013-02-01,14:00,"Aracruz, Espirito Santo",-40.2739,-19.8189,60,tropical
Rafael Antunes Dias,2011-07-08,17:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.483000000000004,-32.533,9,subtropical
Rafael Antunes Dias,2011-07-11,9:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.261,-32.111,2,subtropical
Rafael Antunes Dias,2011-09-21,08:00,"PARNA da Lagoa do Peixe, Tavares, Rio Grande do Sul",-51.0326,-31.2924,0,subtropical
Rafael Antunes Dias,2012-08-10,13:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.422,-32.316,7,subtropical
Ricardo Gagliardi,2007-03-09,13:00,Perequê - Angra dos Reis - RJ,-44.5351,-23.011999999999997,50,tropical
Adrian Eisen Rupp,2007-09-09,?,"Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.1573,-27.1073,750,subtropical
Adrian Eisen Rupp,2009-09-23,?,"Ribeirão Quati, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.2181,-27.0423,600,subtropical
Bradley Davis,2008-04-08,16:52,"Parque Estadual Intervales, SP",-48.4181,-24.2759,850,subtropical
Daniel Lane,2006-11-13,13:15,"Hotel Simone, Itatiaia NP,  Rio de Janeiro state",-44.607,-22.4378,1050,tropical
Daniel Lane,2006-11-16,10:30,"Hotel Donati, Itatiaia NP, Rio de Janeiro state",-44.6334,-22.4334,950,tropical
Evair Legal,2009-10-31,?,"Águas Negras, Botuverá, Santa Catarina",-49.053000000000004,-27.180999999999997,100,subtropical
GABRIEL LEITE,2013-01-20,11:30,"Hotel do Ype, Itatiaia NP,  Rio de Janeiro state",-44.615,-22.432,1100,tropical
Glauco Alves Pereira,2005-04-24,08:27,"Engenho Jussará, Gravatá, Pernambuco",-35.5834,-8.2834,700,tropical
Jeremy Minns,1997-05-24,07:15,Itatiaia National Park. Rio Maromba valley,-44.6667,-22.4001,1100,tropical
Jeremy Minns,1999-05-06,08:40,Chapada Diamantina. Bonito,-41.2834,-11.9501,1000,tropical
Jeremy Minns,2001-05-15,14:15,Intervales State Park. Carmo road,-48.4334,-24.2834,600,subtropical
Jeremy Minns,2001-06-14,11:20,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Jeremy Minns,2001-11-08,15:42,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
